Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,Winco Foods,12882 Day St,,Moreno Valley,CA,92553,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,33.9344,-117.27504,6/14/2020,93336,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Pavilions Place,16300 Beach Blvd,,Westminster,CA,92683,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,33.723395,-117.988754,6/14/2020,93338,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Gelson's Market,4520 Van Nuys Blvd,,Sherman Oaks,CA,91403,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,34.154164,-118.448057,6/14/2020,93342,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Grocery Outlet,1180 N Fair Oaks Ave,,Sunnyvale,CA,94089,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,37.403422,-122.009688,6/14/2020,93362,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Whole Foods Market,911 Soquel Ave,,Santa Cruz,CA,95062,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,36.978882,-122.014275,6/14/2020,93363,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Gilroy Premium Outlets,681 Leavesley Rd,,Gilroy,CA,95020,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,37.02467,-121.565361,6/14/2020,93365,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,ARCO,800 Serfas Club Dr,,Corona,CA,92882,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,33.879639,-117.614105,6/14/2020,93390,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Save Mart,11399 Deerfield Dr,,Truckee,CA,96161,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,39.318919,-120.209305,6/14/2020,93473,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Rancho Las Palmas Shopping Center,42370 Bob Hope Dr,,Rancho Mirage,CA,92270,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,33.738376,-116.407444,6/14/2020,93512,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Raley's,3935 Park Dr,,El Dorado Hills,CA,95762,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.655298,-121.070209,6/14/2020,93529,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Santee Trolley Square,9846 Mission Gorge Rd,,Santee,CA,92071,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,32.840268,-116.982643,6/14/2020,93533,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Calabasas Civic Center,100 Civic Center Way,,Calabasas,CA,91302,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,34.151989,-118.647192,6/14/2020,93536,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Save Mart,386 Elm Ave,,Auburn,CA,95603,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.905643,-121.073683,6/14/2020,93545,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Whole Foods Market,1001 Galleria Blvd,,Roseville,CA,95678,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,3,,eVgo Network,https://www.evgo.com/,GPS,38.767067,-121.267051,6/14/2020,93546,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Save Mart,100 River Rd,,Tahoe City,CA,96145,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,39.16775,-120.1459,6/14/2020,93547,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Palm Desert City Hall,73510 Fred Waring Dr,,Palm Desert,CA,92260,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,33.730827,-116.381943,6/14/2020,93549,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Save Mart,1225 E Robertson Blvd,,Chowchilla,CA,93610,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,37.12595,-120.246819,6/14/2020,93555,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Lucky,1312 Trancas St,,Napa,CA,94558,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.323631,-122.301407,6/14/2020,93556,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Watsonville Civic Center Garage,264 Rodriguez Street,,Watsonville,CA,95076,,877-455-3833,E,,Public - Card key at all times,Mon 5:30am - 8:59pm; Tue 5:30am - 8:59pm; Wed 5:30am - 8:59pm; Thu 5:30am - 8:59pm; Fri 5:30am - 8:59pm; Sat 8:00am - 6:59pm; Sun 8:00am - 6:59pm,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,36.908154,-121.755966,6/14/2020,93558,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Pines Shopping Center,6450 Pony Express Trl,,Pollock Pines,CA,95726,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.762241,-120.578016,6/14/2020,93559,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Raley's,6119 Horseshoe Bar Rd,,Loomis,CA,95650,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.817727,-121.188751,6/14/2020,93560,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Raley's,1 Cadillac Dr,,Sacramento,CA,95825,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.57471,-121.41813,6/14/2020,93562,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Lucky,1475 41st Ave,,Capitola,CA,95010,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,36.971939,-121.966148,6/14/2020,93563,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Walmart,235 E Dorset Dr,,Dixon,CA,95620,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.471044,-121.820434,6/14/2020,93564,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Walmart,5095 Almaden Expy,,San Jose,CA,95118,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,37.255725,-121.879343,6/14/2020,93565,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Walmart,1340 S Beach Blvd,,La Habra,CA,90631,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,33.915245,-117.966988,6/14/2020,93566,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Save Mart,1504 Howard Rd,,Madera,CA,93637,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,36.951501,-120.075519,6/14/2020,93568,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Lucky,1145 Arnold Dr,,Martinez,CA,94553,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,37.994922,-122.102868,6/14/2020,93569,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Lucky,776 Gravenstein Hwy N,,Sebastopol,CA,95472,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.407548,-122.840094,6/14/2020,93570,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,City of Colfax,1 North Main Street,,Colfax,CA,95713,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,39.100635,-120.95298,6/14/2020,93571,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Raley's,4050 Sunrise Blvd,,Rancho Cordova,CA,95742,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.557683,-121.244307,6/14/2020,93572,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Palm Springs Visitors Center,2901 N Palm Canyon Dr,,Palm Springs,CA,92262,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,33.85836,-116.5582,6/14/2020,93573,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Moreno Valley City Hall,14177 Frederick St,,Moreno Valley,CA,92553,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,33.914747,-117.262398,6/14/2020,93574,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Temecula Farmers Market - 6th Street Lot,41952 6th Street,,Temecula,CA,92590,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,33.496576,-117.150728,6/14/2020,93575,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Monterey Park,320 W Newmark Ave,,Monterey Park,CA,91754,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,34.059345,-118.126418,6/14/2020,93577,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Summit House,23123 Santa Cruz Hwy,,Los Gatos,CA,95033,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,37.13071,-121.97982,6/14/2020,93579,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Raley's,166 Placerville Dr,,Placerville,CA,95667,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.726707,-120.835113,6/14/2020,93597,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,IQAir,14351 Firestone Blvd,,La Mirada,CA,90638,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,33.884178,-118.025345,6/14/2020,93601,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Walmart,777 Story Rd,,San Jose,CA,95122,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,37.330593,-121.859425,6/14/2020,93602,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Pacific Pearl Shopping Center,2693 Stoneridge Dr,,Pleasanton,CA,94588,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,4,1,,eVgo Network,https://www.evgo.com/,GPS,37.697068,-121.849696,6/14/2020,93603,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Walmart,755 Riverpoint Ct,,West Sacramento,CA,95605,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.587955,-121.550955,6/14/2020,93604,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Walmart,2701 N Texas St,,Fairfield,CA,94533,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.278463,-122.036315,6/14/2020,93605,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Peralta College,333 E 8th St,,Oakland,CA,94606,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,1,1,,eVgo Network,https://www.evgo.com/,GPS,37.792468,-122.259155,6/14/2020,93606,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Nissan Sunnyvale,680 E El Camino Real,,Sunnyvale,CA,94087,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,37.359168,-122.022448,6/14/2020,93627,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Nissan of Van Nuys,5425 Van Nuys Blvd,,Van Nuys,CA,91401,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,34.169108,-118.449234,6/14/2020,93628,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Laney College,900 Fallon St,,Oakland,CA,94607,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,37.795402,-122.262753,6/14/2020,93631,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,49ers (Great America) Parking Lot,2525 Tasman Dr,,Santa Clara,CA,95054,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,37.404884,-121.972129,6/14/2020,93634,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,7-Eleven,4080 Convoy St,,San Diego,CA,92111,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,32.81659,-117.15522,6/14/2020,93636,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Shore Hotel,1515 Ocean Ave,,Santa Monica,CA,90401,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,34.01236,-118.495547,6/14/2020,93637,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,7-Eleven,901 Palomar Airport Rd,,Carlsbad,CA,92011,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,33.121561,-117.318729,6/14/2020,93638,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,7-Eleven,2805 Garnet Ave,,San Diego,CA,92109,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,32.805806,-117.218316,6/14/2020,93639,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Nissan of Visalia,830 S Ben Maddox Way,,Visalia,CA,93292,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,36.322836,-119.276219,6/14/2020,93643,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,El Rancho MarketPlace,2886 Mission Dr,,Solvang,CA,93463,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,34.60594,-120.10132,6/14/2020,93650,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Museum of Art and History,665 W Lancaster Blvd,,Lancaster,CA,93534,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,34.698717,-118.142071,6/14/2020,93652,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Santa Barbara County Building,105 E Anapamu St,,Santa Barbara,CA,93101,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,34.425572,-119.703028,6/14/2020,93654,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Butte College Skyway Center,2480 Notre Dame Blvd,,Chico,CA,95928,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,39.715767,-121.796369,6/14/2020,93658,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Kaiser Permanente San Rafael Medical Center,99 Montecillo Rd,,San Rafael,CA,94903,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,38.004458,-122.555521,6/14/2020,93664,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Panda Express,5414 Crossings Dr,,Rocklin,CA,95677,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,1,1,,eVgo Network,https://www.evgo.com/,GPS,38.799779,-121.204591,6/14/2020,93665,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Lucky,291 McCray St,,Hollister,CA,95023,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,36.852784,-121.397255,6/14/2020,93707,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Walmart,301 Ranch Dr,,Milpitas,CA,95035,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,37.431463,-121.921178,6/14/2020,93708,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,St Helena Public Parking Lot,1304 Oak Ave,,Saint Helena,CA,94574,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.504018,-122.469747,6/14/2020,93709,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Dutch Flat 76 Station,25 Canyon Creek Rd,,Dutch Flat,CA,95714,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,39.187141,-120.832537,6/14/2020,93710,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Lucky,2000 California Ave,,Seaside,CA,93955,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,36.619787,-121.844479,6/14/2020,93711,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
ELEC,Walmart,1861 S San Jacinto Ave,,San Jacinto,CA,92583,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,33.768313,-116.956468,6/14/2020,93715,2020-06-14 10:03:59 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,,,,,,,,,,,,,,,,,
